step,epoch,loss,grad_norm,learning_rate
1,0.04,4.8247,46.54988479614258,0.0
2,0.08,4.3388,50.94512176513672,5.578858913022597e-06
3,0.12,4.1273,43.96327209472656,8.842282173954808e-06
4,0.16,5.2092,44.018890380859375,1.1157717826045193e-05
5,0.2,4.4142,43.027591705322266,1.295370924755994e-05
6,0.24,3.3799,44.584068298339844,1.4421141086977404e-05
7,0.28,3.0709,53.469303131103516,1.5661837028938922e-05
8,0.32,2.0876,28.82402229309082,1.6736576739067793e-05
9,0.36,2.1006,35.099769592285156,1.7684564347909616e-05
10,0.4,1.8815,30.04606819152832,1.853256816058254e-05
11,0.44,1.7002,18.531557083129883,1.929968091962688e-05
12,0.48,1.2284,16.065641403198242,2e-05
13,0.52,1.2989,18.715200424194336,2e-05
14,0.56,1.0867,26.293155670166016,1.9930555555555556e-05
15,0.6,0.8705,20.31748390197754,1.9861111111111114e-05
16,0.64,0.8773,16.496366500854492,1.979166666666667e-05
17,0.68,0.6465,6.393740653991699,1.9722222222222224e-05
18,0.72,0.7869,15.244453430175781,1.9652777777777778e-05
19,0.76,0.5153,7.546338081359863,1.9583333333333333e-05
20,0.8,0.5423,7.8324103355407715,1.951388888888889e-05
21,0.84,0.5525,6.756187915802002,1.9444444444444445e-05
22,0.88,0.4901,8.634285926818848,1.9375e-05
23,0.92,0.5076,6.037740707397461,1.9305555555555558e-05
24,0.96,0.508,6.144366264343262,1.9236111111111113e-05
25,1.0,0.435,5.939049243927002,1.916666666666667e-05
