[avg]_f1,[mem],crossner_ai_f1,crossner_ai_prec,crossner_ai_rec,crossner_literature_f1,crossner_literature_prec,crossner_literature_rec,crossner_music_f1,crossner_music_prec,crossner_music_rec,crossner_politics_f1,crossner_politics_prec,crossner_politics_rec,crossner_science_f1,crossner_science_prec,crossner_science_rec,epoch,loss,mit-movie_f1,mit-movie_prec,mit-movie_rec,mit-restaurant_f1,mit-restaurant_prec,mit-restaurant_rec,step
,31.259765625,,,,,,,,,,,,,,,,0.0035,1.875270128250122,,,,,,,1
,37.708984375,,,,,,,,,,,,,,,,0.007,1.0032455921173096,,,,,,,2
,37.771484375,,,,,,,,,,,,,,,,0.0106,0.6544979214668274,,,,,,,3
,37.833984375,,,,,,,,,,,,,,,,0.0141,0.4419553279876709,,,,,,,4
,37.958984375,,,,,,,,,,,,,,,,0.0176,0.4260120987892151,,,,,,,5
,37.958984375,,,,,,,,,,,,,,,,0.0211,0.3315098285675049,,,,,,,6
,37.958984375,,,,,,,,,,,,,,,,0.0246,0.37594038248062134,,,,,,,7
,37.958984375,,,,,,,,,,,,,,,,0.0282,0.2637283205986023,,,,,,,8
,37.958984375,,,,,,,,,,,,,,,,0.0317,0.3062034249305725,,,,,,,9
,37.958984375,,,,,,,,,,,,,,,,0.0352,0.1980786770582199,,,,,,,10
,37.958984375,,,,,,,,,,,,,,,,0.0387,0.19755819439888,,,,,,,11
,37.958984375,,,,,,,,,,,,,,,,0.0423,0.18764977157115936,,,,,,,12
,37.958984375,,,,,,,,,,,,,,,,0.0458,0.1531706154346466,,,,,,,13
,37.958984375,,,,,,,,,,,,,,,,0.0493,0.15585622191429138,,,,,,,14
,37.958984375,,,,,,,,,,,,,,,,0.0528,0.1454138308763504,,,,,,,15
,37.958984375,,,,,,,,,,,,,,,,0.0563,0.1204824447631836,,,,,,,16
,37.958984375,,,,,,,,,,,,,,,,0.0599,0.11158739030361176,,,,,,,17
,37.958984375,,,,,,,,,,,,,,,,0.0634,0.13024136424064636,,,,,,,18
,37.958984375,,,,,,,,,,,,,,,,0.0669,0.0805363580584526,,,,,,,19
,37.958984375,,,,,,,,,,,,,,,,0.0704,0.10905048996210098,,,,,,,20
,37.958984375,,,,,,,,,,,,,,,,0.0739,0.08826829493045807,,,,,,,21
,37.958984375,,,,,,,,,,,,,,,,0.0775,0.10332842171192169,,,,,,,22
,37.958984375,,,,,,,,,,,,,,,,0.081,0.0742221474647522,,,,,,,23
,37.958984375,,,,,,,,,,,,,,,,0.0845,0.08736195415258408,,,,,,,24
,37.958984375,,,,,,,,,,,,,,,,0.088,0.06920737028121948,,,,,,,25
,37.958984375,,,,,,,,,,,,,,,,0.0915,0.10385046154260635,,,,,,,26
,37.958984375,,,,,,,,,,,,,,,,0.0951,0.07427243888378143,,,,,,,27
,37.958984375,,,,,,,,,,,,,,,,0.0986,0.07082800567150116,,,,,,,28
,37.958984375,,,,,,,,,,,,,,,,0.1021,0.08181548118591309,,,,,,,29
,37.958984375,,,,,,,,,,,,,,,,0.1056,0.058274831622838974,,,,,,,30
,37.958984375,,,,,,,,,,,,,,,,0.1092,0.06892862915992737,,,,,,,31
,37.958984375,,,,,,,,,,,,,,,,0.1127,0.07431483268737793,,,,,,,32
,37.958984375,,,,,,,,,,,,,,,,0.1162,0.0557088702917099,,,,,,,33
,37.958984375,,,,,,,,,,,,,,,,0.1197,0.060507744550704956,,,,,,,34
,37.958984375,,,,,,,,,,,,,,,,0.1232,0.048207711428403854,,,,,,,35
