step,epoch,loss,grad_norm,learning_rate
1,0.001,8.7188,84.12494659423828,0.0
2,0.003,10.4531,170.31048583984375,2.329654905111112e-06
3,0.004,9.0781,86.43104553222656,3.6924156642222166e-06
4,0.005,8.5391,99.4186019897461,4.659309810222224e-06
5,0.006,9.9688,96.97452545166016,5.409291175569643e-06
6,0.007,8.4688,70.10765075683594,6.022070569333328e-06
7,0.009,8.3438,94.70942687988281,6.540168164559322e-06
8,0.01,9.2031,85.86943054199219,6.988964715333337e-06
9,0.011,7.9141,91.49884796142578,7.384831328444433e-06
10,0.013,7.0078,98.70133972167969,7.738946080680758e-06
11,0.014,9.1719,100.32138061523438,8.059281839254854e-06
12,0.015,8.0547,96.52108001708984,8.351725474444441e-06
13,0.016,7.0156,62.95170211791992,8.620747540435376e-06
14,0.018,7.875,101.35061645507812,8.869823069670434e-06
15,0.019,8.2031,112.87391662597656,9.10170683979186e-06
16,0.02,8.3203,115.98628997802734,9.318619620444449e-06
17,0.021,7.4922,95.8396224975586,9.522377857578256e-06
18,0.022,7.6406,77.30602264404297,9.714486233555544e-06
19,0.024,7.25,60.89365005493164,9.896205168250299e-06
20,0.025,6.8672,47.79078674316406,1.0068600985791868e-05
21,0.026,8.0703,60.45212173461914,1.0232583828781536e-05
22,0.028,7.3359,64.36981964111328,1.0388936744365967e-05
23,0.029,6.7109,61.52568435668945,1.0538338299502237e-05
24,0.03,5.6484,46.016517639160156,1.0681380379555553e-05
25,0.031,6.5156,48.21298599243164,1.0818582351139286e-05
26,0.033,5.9609,53.29269790649414,1.095040244554649e-05
27,0.034,6.4922,38.98043441772461,1.1077246992666648e-05
28,0.035,5.8672,42.72222137451172,1.1199477974781545e-05
29,0.036,5.9531,60.05393981933594,1.131741925423551e-05
30,0.037,5.0977,48.774784088134766,1.1431361744902973e-05
31,0.039,6.6328,53.470481872558594,1.1541567735376157e-05
32,0.04,5.4297,37.217857360839844,1.164827452555556e-05
33,0.041,5.5625,39.59618377685547,1.1751697503477071e-05
34,0.043,5.2031,46.350101470947266,1.1852032762689369e-05
