step,epoch,loss,grad_norm,learning_rate
1,0.003,7.7344,42.18985366821289,0.0
2,0.006,9.2812,94.79634857177734,2.745215624227179e-06
3,0.009,8.5312,70.10847473144531,4.3510638207939e-06
4,0.012,7.7812,69.93108367919922,5.490431248454358e-06
5,0.015,10.0,130.8181610107422,6.374193284416834e-06
6,0.018,8.2969,69.58271789550781,7.0962794450210784e-06
7,0.022,7.4453,86.11701965332031,7.706794594783609e-06
8,0.025,10.3281,99.67799377441406,8.235646872681536e-06
9,0.028,8.3359,82.93645477294922,8.7021276415878e-06
10,0.031,8.8125,75.30979919433594,9.119408908644014e-06
11,0.034,7.9844,99.8578109741211,9.496885730428628e-06
12,0.037,9.0625,127.25965118408203,9.841495069248257e-06
