step,epoch,loss,grad_norm,learning_rate
1,0.001,5.2266,114.77499389648438,0.0
2,0.003,6.2578,76.68789672851562,2.329654905111112e-06
3,0.004,6.0703,60.94451904296875,3.6924156642222166e-06
4,0.005,6.0547,74.6595230102539,4.659309810222224e-06
5,0.006,4.9141,86.4884033203125,5.409291175569643e-06
6,0.007,4.9844,75.93994140625,6.022070569333328e-06
7,0.009,4.7617,83.0379409790039,6.540168164559322e-06
8,0.01,5.4844,47.92416763305664,6.988964715333337e-06
9,0.011,4.5117,73.67559814453125,7.384831328444433e-06
10,0.013,4.9414,66.08412170410156,7.738946080680758e-06
11,0.014,5.6133,83.3798599243164,8.059281839254854e-06
12,0.015,3.3398,76.30255889892578,8.351725474444441e-06
13,0.016,2.4102,81.73009490966797,8.620747540435376e-06
14,0.018,2.3652,54.9580192565918,8.869823069670434e-06
15,0.019,2.2363,55.767154693603516,9.10170683979186e-06
16,0.02,2.4473,74.19017791748047,9.318619620444449e-06
17,0.021,1.7969,43.3403434753418,9.522377857578256e-06
18,0.022,1.7471,43.80202102661133,9.714486233555544e-06
19,0.024,0.8062,39.424583435058594,9.896205168250299e-06
20,0.025,1.0031,24.06769371032715,1.0068600985791868e-05
21,0.026,0.3523,25.5335693359375,1.0232583828781536e-05
22,0.028,0.5098,26.51096534729004,1.0388936744365967e-05
23,0.029,0.3936,20.634477615356445,1.0538338299502237e-05
24,0.03,0.2542,17.448022842407227,1.0681380379555553e-05
25,0.031,0.9695,57.039730072021484,1.0818582351139286e-05
26,0.033,0.0515,4.907454967498779,1.095040244554649e-05
27,0.034,0.0394,2.643434762954712,1.1077246992666648e-05
28,0.035,0.108,6.9390153884887695,1.1199477974781545e-05
29,0.036,0.9519,26.625303268432617,1.131741925423551e-05
30,0.037,0.0419,6.626852035522461,1.1431361744902973e-05
31,0.039,0.0181,1.0815536975860596,1.1541567735376157e-05
32,0.04,0.4996,9.114408493041992,1.164827452555556e-05
33,0.041,0.0081,0.5503910779953003,1.1751697503477071e-05
34,0.043,0.48,21.6197452545166,1.1852032762689369e-05
