[avg]_f1,[mem],crossner_ai_f1,crossner_ai_prec,crossner_ai_rec,crossner_literature_f1,crossner_literature_prec,crossner_literature_rec,crossner_music_f1,crossner_music_prec,crossner_music_rec,crossner_politics_f1,crossner_politics_prec,crossner_politics_rec,crossner_science_f1,crossner_science_prec,crossner_science_rec,epoch,joint_loss,mit-movie_f1,mit-movie_prec,mit-movie_rec,mit-restaurant_f1,mit-restaurant_prec,mit-restaurant_rec,step,study_loss,train_loss
,36.134765625,,,,,,,,,,,,,,,,0.0008,1.064905047416687,,,,,,,1,0.3742932081222534,0.6906117796897888
,36.134765625,,,,,,,,,,,,,,,,0.0015,0.5194395184516907,,,,,,,2,0.1840379685163498,0.3354015052318573
,36.134765625,,,,,,,,,,,,,,,,0.0023,0.6664952635765076,,,,,,,3,0.1594834327697754,0.5070118308067322
,36.15234375,,,,,,,,,,,,,,,,0.003,0.5139999985694885,,,,,,,4,0.14307023584842682,0.3709297776222229
,36.18359375,,,,,,,,,,,,,,,,0.0038,0.4673730432987213,,,,,,,5,0.13542447984218597,0.33194854855537415
,36.18359375,,,,,,,,,,,,,,,,0.0045,0.4228935241699219,,,,,,,6,0.1353064328432083,0.28758713603019714
,36.18359375,,,,,,,,,,,,,,,,0.0053,0.41171619296073914,,,,,,,7,0.15332821011543274,0.258387953042984
,36.18359375,,,,,,,,,,,,,,,,0.0061,0.3705310523509979,,,,,,,8,0.13360603153705597,0.23692505061626434
,36.18359375,,,,,,,,,,,,,,,,0.0068,0.32057633996009827,,,,,,,9,0.13491420447826385,0.1856621354818344
,36.18359375,,,,,,,,,,,,,,,,0.0076,0.265175461769104,,,,,,,10,0.11096014827489853,0.15421532094478607
,36.18359375,,,,,,,,,,,,,,,,0.0083,0.25002604722976685,,,,,,,11,0.09491299092769623,0.15511304140090942
,36.18359375,,,,,,,,,,,,,,,,0.0091,0.24647942185401917,,,,,,,12,0.10545627027750015,0.14102314412593842
,36.18359375,,,,,,,,,,,,,,,,0.0098,0.22527049481868744,,,,,,,13,0.10768258571624756,0.11758787930011749
,36.18359375,,,,,,,,,,,,,,,,0.0106,0.2247721403837204,,,,,,,14,0.10807981342077255,0.11669232696294785
,36.18359375,,,,,,,,,,,,,,,,0.0114,0.23263703286647797,,,,,,,15,0.12134919315576553,0.11128785461187363
,36.18359375,,,,,,,,,,,,,,,,0.0121,0.2106277197599411,,,,,,,16,0.12044601887464523,0.09018170833587646
,36.18359375,,,,,,,,,,,,,,,,0.0129,0.17312867939472198,,,,,,,17,0.07173419743776321,0.10139448940753937
,36.18359375,,,,,,,,,,,,,,,,0.0136,0.21838226914405823,,,,,,,18,0.1259094774723053,0.09247277677059174
,36.18359375,,,,,,,,,,,,,,,,0.0144,0.18049462139606476,,,,,,,19,0.10117687284946442,0.07931774854660034
,36.18359375,,,,,,,,,,,,,,,,0.0151,0.19809727370738983,,,,,,,20,0.11907746642827988,0.07901979982852936
,36.18359375,,,,,,,,,,,,,,,,0.0159,0.20585492253303528,,,,,,,21,0.1306513398885727,0.0752035602927208
,36.18359375,,,,,,,,,,,,,,,,0.0167,0.18109552562236786,,,,,,,22,0.09925452619791031,0.08184101432561874
,36.18359375,,,,,,,,,,,,,,,,0.0174,0.16024401783943176,,,,,,,23,0.08640315383672714,0.07384086400270462
,36.18359375,,,,,,,,,,,,,,,,0.0182,0.1590086966753006,,,,,,,24,0.08728250116109848,0.07172619551420212
,36.18359375,,,,,,,,,,,,,,,,0.0189,0.17554563283920288,,,,,,,25,0.09914509207010269,0.07640054076910019
,36.18359375,,,,,,,,,,,,,,,,0.0197,0.151748389005661,,,,,,,26,0.088824562728405,0.06292381137609482
,36.18359375,,,,,,,,,,,,,,,,0.0204,0.1834823191165924,,,,,,,27,0.11915655434131622,0.06432574987411499
,36.18359375,,,,,,,,,,,,,,,,0.0212,0.17042343318462372,,,,,,,28,0.09687983989715576,0.07354358583688736
,36.18359375,,,,,,,,,,,,,,,,0.022,0.18699298799037933,,,,,,,29,0.11935310810804367,0.06763987988233566
,36.18359375,,,,,,,,,,,,,,,,0.0227,0.1613498330116272,,,,,,,30,0.09826814383268356,0.06308169662952423
,36.18359375,,,,,,,,,,,,,,,,0.0235,0.15913639962673187,,,,,,,31,0.09114594757556915,0.06799045205116272
,36.18359375,,,,,,,,,,,,,,,,0.0242,0.15600042045116425,,,,,,,32,0.09384938329458237,0.06215103343129158
,36.18359375,,,,,,,,,,,,,,,,0.025,0.1327110379934311,,,,,,,33,0.07247260212898254,0.06023843213915825
,36.18359375,,,,,,,,,,,,,,,,0.0257,0.13931314647197723,,,,,,,34,0.07421775907278061,0.06509540230035782
,36.18359375,,,,,,,,,,,,,,,,0.0265,0.15401701629161835,,,,,,,35,0.10098780691623688,0.05302920565009117
,36.18359375,,,,,,,,,,,,,,,,0.0273,0.13398127257823944,,,,,,,36,0.0749116763472557,0.05906958505511284
,36.18359375,,,,,,,,,,,,,,,,0.028,0.15640859305858612,,,,,,,37,0.09538140892982483,0.061027176678180695
,36.18359375,,,,,,,,,,,,,,,,0.0288,0.14348416030406952,,,,,,,38,0.09362532198429108,0.049858834594488144
,36.197265625,,,,,,,,,,,,,,,,0.0295,0.16414986550807953,,,,,,,39,0.10962418466806412,0.05452568084001541
