step,epoch,loss,grad_norm,learning_rate
1,0.003,12.1486,158.31399536132812,0.0
2,0.007,11.8889,115.29904174804688,2.7894294565112984e-06
3,0.01,13.2444,165.32656860351562,4.421141086977404e-06
4,0.013,14.4144,214.23094177246094,5.578858913022597e-06
5,0.017,12.8867,159.99085998535156,6.47685462377997e-06
6,0.02,10.9098,199.24209594726562,7.210570543488702e-06
7,0.023,5.7606,150.10012817382812,7.830918514469461e-06
8,0.027,4.4866,125.6523666381836,8.368288369533896e-06
9,0.03,0.5516,92.26509094238281,8.842282173954808e-06
10,0.033,6.2711,41.80363845825195,9.26628408029127e-06
11,0.037,2.7277,19.017179489135742,9.64984045981344e-06
12,0.04,1.7624,9.833255767822266,1e-05
13,0.043,1.2388,9.775365829467773,1.032211555182713e-05
14,0.047,0.0009,0.17592769861221313,1.062034797098076e-05
15,0.05,2.1057,11.34748363494873,1.0897995710757375e-05
16,0.053,0.0004,0.09164760261774063,1.1157717826045193e-05
17,0.057,0.0003,0.0611775778234005,1.1401689251779062e-05
18,0.06,0.0001,0.024272888898849487,1.1631711630466105e-05
19,0.063,2.7516,17.96748161315918,1.1849294135124332e-05
20,0.067,0.0,0.009187014773488045,1.2055713536802568e-05
21,0.07,1.0495,13.970548629760742,1.2252059601446866e-05
22,0.073,0.9003,15.913047790527344,1.2439269916324738e-05
23,0.077,1.1186,79.91272735595703,1.26181569685793e-05
24,0.08,0.0039,0.9444970488548279,1.27894294565113e-05
25,0.083,1.7904,21.6824893951416,1.295370924755994e-05
26,0.087,1.5236,12.357349395751953,1.3111545008338429e-05
27,0.09,0.8045,7.669872760772705,1.3263423260932211e-05
28,0.093,0.5117,5.9661173820495605,1.3409777427492059e-05
