step,epoch,loss,grad_norm,learning_rate,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,total_pflos,train_loss
1,0.02,0.4741,16.593595504760742,0.0,,,,,,,,,,,
2,0.04,0.6,18.36838722229004,4.362085839710631e-06,,,,,,,,,,,
3,0.06,0.5588,16.280174255371094,6.9137424808681075e-06,,,,,,,,,,,
4,0.08,0.5974,17.605566024780273,8.724171679421262e-06,,,,,,,,,,,
5,0.1,0.1677,6.327692031860352,1.0128449663534445e-05,,,,,,,,,,,
6,0.12,0.1561,6.443015098571777,1.1275828320578736e-05,,,,,,,,,,,
7,0.14,0.1474,5.86568546295166,1.2245923152549418e-05,,,,,,,,,,,
8,0.16,0.1411,6.4062724113464355,1.3086257519131893e-05,,,,,,,,,,,
9,0.18,0.174,6.993279933929443,1.3827484961736215e-05,,,,,,,,,,,
10,0.2,0.151,3.629131317138672,1.449053550324508e-05,,,,,,,,,,,
11,0.22,0.0885,2.6406242847442627,1.5090337677104985e-05,,,,,,,,,,,
12,0.24,0.0943,2.0909130573272705,1.563791416028937e-05,,,,,,,,,,,
13,0.26,0.1153,3.4377920627593994,1.6141635695206056e-05,,,,,,,,,,,
14,0.28,0.0696,2.5051722526550293,1.660800899226005e-05,,,,,,,,,,,
15,0.3,0.0756,1.7217707633972168,1.7042192144402555e-05,,,,,,,,,,,
16,0.32,0.0681,3.010643482208252,1.7448343358842524e-05,,,,,,,,,,,
17,0.34,0.0416,4.348913192749023,1.782986378016149e-05,,,,,,,,,,,
18,0.36,0.0463,1.5800760984420776,1.8189570801446844e-05,,,,,,,,,,,
19,0.38,0.0352,1.2945239543914795,1.8529824454509456e-05,,,,,,,,,,,
20,0.4,0.0347,1.5117418766021729,1.885262134295571e-05,,,,,,,,,,,
21,0.42,0.1413,5.046973705291748,1.9159665633417526e-05,,,,,,,,,,,
22,0.44,0.0319,1.9499191045761108,1.9452423516815614e-05,,,,,,,,,,,
23,0.46,0.0417,1.2653554677963257,1.9732165553570022e-05,,,,,,,,,,,
24,0.48,0.1149,3.7458465099334717,2e-05,,,,,,,,,,,
25,0.5,0.1076,1.7933766841888428,2e-05,,,,,,,,,,,
25,0.5,,,,0.6563614743850655,0.6563614743850655,35.9551,2.781,0.028,,,,,,
26,0.52,0.0674,1.7565594911575317,1.996527777777778e-05,,,,,,,,,,,
27,0.54,0.0666,1.2446439266204834,1.9930555555555556e-05,,,,,,,,,,,
28,0.56,0.0312,0.7769902348518372,1.9895833333333334e-05,,,,,,,,,,,
29,0.58,0.0441,1.7422155141830444,1.9861111111111114e-05,,,,,,,,,,,
30,0.6,0.0574,1.474007487297058,1.982638888888889e-05,,,,,,,,,,,
31,0.62,0.101,2.397698163986206,1.979166666666667e-05,,,,,,,,,,,
32,0.64,0.0275,0.9777867197990417,1.9756944444444446e-05,,,,,,,,,,,
33,0.66,0.0412,0.9598616361618042,1.9722222222222224e-05,,,,,,,,,,,
34,0.68,0.0341,1.9199227094650269,1.96875e-05,,,,,,,,,,,
35,0.7,0.0624,0.99302738904953,1.9652777777777778e-05,,,,,,,,,,,
36,0.72,0.0302,0.7920005321502686,1.961805555555556e-05,,,,,,,,,,,
37,0.74,0.1006,1.511332631111145,1.9583333333333333e-05,,,,,,,,,,,
38,0.76,0.0701,1.038733959197998,1.9548611111111113e-05,,,,,,,,,,,
39,0.78,0.0464,1.0740668773651123,1.951388888888889e-05,,,,,,,,,,,
40,0.8,0.0411,0.9538021683692932,1.9479166666666668e-05,,,,,,,,,,,
41,0.82,0.022,1.165374994277954,1.9444444444444445e-05,,,,,,,,,,,
42,0.84,0.1234,2.1750998497009277,1.9409722222222226e-05,,,,,,,,,,,
43,0.86,0.0546,1.0603563785552979,1.9375e-05,,,,,,,,,,,
44,0.88,0.0774,1.6018677949905396,1.9340277777777777e-05,,,,,,,,,,,
45,0.9,0.0479,1.6323504447937012,1.9305555555555558e-05,,,,,,,,,,,
46,0.92,0.0883,1.0886255502700806,1.9270833333333335e-05,,,,,,,,,,,
